Home ID,Appliance Type,Energy Consumption (kWh),Time,Date,Outdoor Temperature (?C),Season,Household Size
276,Lights,1.07,5:22,14-02-2023,14.2,Winter,2
347,Oven,0.76,9:25,04-05-2023,19.1,Spring,3
126,Washing Machine,0.68,14:41,21-03-2023,28.3,Winter,4
482,Oven,1.91,19:37,12-05-2023,31.5,Spring,5
6,Fridge,0.14,15:18,16-04-2023,17.7,Spring,4
305,Computer,0.26,6:27,03-02-2023,10,Winter,4
454,Heater,4.13,12:00,11-06-2023,2.3,Spring,3
425,Dishwasher,1.12,3:09,27-05-2023,22,Spring,2
137,Dishwasher,1.44,4:37,05-06-2023,-4.9,Spring,1
300,Air Conditioning,4.12,1:22,09-01-2023,11.2,Winter,3
462,TV,1.23,22:07,15-04-2023,-2.7,Spring,3
85,Lights,1.57,12:28,25-03-2023,-7.3,Winter,3
368,Air Conditioning,3.14,9:00,04-04-2023,-6.3,Spring,5
381,TV,1.64,2:00,19-03-2023,1.6,Winter,3
10,Dishwasher,0.62,5:25,21-01-2023,0.3,Winter,4
77,Oven,1.15,5:06,25-01-2023,15.9,Winter,2
280,Computer,1.39,2:06,15-03-2023,27.5,Winter,3
336,Air Conditioning,2.45,3:59,28-01-2023,6.8,Winter,1
387,Dishwasher,0.77,14:41,02-05-2023,34,Spring,3
332,Computer,1.66,11:55,27-03-2023,32.4,Winter,3
46,Dishwasher,1.37,20:27,13-05-2023,-2.8,Spring,1
300,TV,1.96,15:36,18-03-2023,9,Winter,5
23,Oven,0.95,9:34,03-05-2023,37.5,Spring,4
448,Washing Machine,0.26,20:36,27-01-2023,-9.5,Winter,5
498,Air Conditioning,3.91,18:40,01-01-2023,5.7,Winter,1
290,Computer,1.13,11:06,07-04-2023,23.2,Spring,1
62,Lights,1.67,12:17,23-03-2023,36.8,Winter,3
261,Heater,3.39,19:21,22-01-2023,28.9,Winter,5
244,Microwave,0.73,19:43,11-02-2023,39.9,Winter,2
350,Washing Machine,1.37,7:13,23-03-2023,22.3,Winter,3
243,TV,0.89,6:07,30-03-2023,3.2,Winter,1
214,Washing Machine,1.48,10:54,27-04-2023,29.1,Spring,5
251,Dishwasher,0.66,16:36,20-03-2023,-5,Winter,4
69,Heater,3.15,13:05,14-02-2023,-2.5,Winter,4
289,Oven,1.93,7:12,17-01-2023,13.8,Winter,4
7,TV,0.7,20:43,15-02-2023,19.9,Winter,4
108,TV,1.32,18:00,21-02-2023,8.4,Winter,1
13,Fridge,0.24,9:15,26-05-2023,-5.6,Spring,4
219,Air Conditioning,2.17,17:51,02-03-2023,29.7,Winter,1
393,Air Conditioning,3.62,7:43,22-02-2023,11.8,Winter,5
403,Air Conditioning,3.24,11:58,04-06-2023,24.2,Spring,1
310,Dishwasher,0.75,5:36,11-05-2023,39.1,Spring,3
96,Oven,0.99,21:24,06-04-2023,25.7,Spring,3
65,Fridge,0.11,18:11,08-02-2023,12.4,Winter,2
284,Lights,0.47,9:08,23-06-2023,-8.6,Spring,2
116,TV,1.1,17:59,14-03-2023,26.4,Winter,1
409,Fridge,0.47,12:44,26-06-2023,12.2,Spring,5
71,TV,1.12,7:33,02-06-2023,-3,Spring,4
164,TV,1.79,14:23,24-04-2023,21.2,Spring,5
42,Computer,1.1,8:35,25-04-2023,-4.6,Spring,3
204,Dishwasher,1.82,19:18,05-06-2023,14.5,Spring,1
108,Computer,1.73,7:01,04-04-2023,34.7,Spring,5
394,Fridge,0.28,0:18,18-06-2023,17.4,Spring,1
192,Microwave,1.78,8:02,30-05-2023,-2.7,Spring,1
31,Lights,0.47,13:32,03-01-2023,9.1,Winter,1
459,Washing Machine,1.22,0:02,26-04-2023,15.1,Spring,4
238,Heater,2.26,4:05,30-06-2023,34,Spring,3
440,Computer,1.76,1:29,22-01-2023,33.4,Winter,2
270,Microwave,1.78,17:55,14-01-2023,26.6,Winter,3
85,TV,0.67,22:30,28-01-2023,-2.7,Winter,4
33,Fridge,0.11,6:50,21-04-2023,32.7,Spring,4
346,Microwave,0.29,11:32,27-01-2023,27.4,Winter,4
383,Air Conditioning,3.15,2:15,25-01-2023,-5.1,Winter,2
9,Lights,0.94,2:12,13-05-2023,22.5,Spring,5
448,Computer,0.95,4:15,22-02-2023,-9.8,Winter,3
378,Computer,1.76,21:29,03-02-2023,-2.7,Winter,1
470,Microwave,1.54,16:00,17-06-2023,9.9,Spring,1
75,TV,1.85,4:40,17-05-2023,15.2,Spring,2
323,TV,1.19,18:25,29-04-2023,18.4,Spring,2
439,Computer,0.35,17:10,15-03-2023,-0.2,Winter,1
215,Dishwasher,1.75,16:37,29-03-2023,15.9,Winter,5
231,Dishwasher,1.66,7:13,10-01-2023,1.4,Winter,5
36,TV,0.98,10:20,04-06-2023,19.3,Spring,1
102,Oven,0.9,8:21,27-06-2023,10.8,Spring,3
56,Dishwasher,1.67,5:05,26-06-2023,-8.4,Spring,5
334,Lights,0.74,16:50,10-03-2023,21.4,Winter,4
187,Washing Machine,0.53,7:13,27-02-2023,39.5,Winter,2
136,Oven,1.5,6:32,07-02-2023,-4,Winter,2
357,Computer,1,19:16,27-01-2023,19.8,Winter,4
264,Air Conditioning,2.2,9:41,29-06-2023,-7.1,Spring,4
321,Washing Machine,1.53,6:20,20-04-2023,5.9,Spring,4
493,Heater,4.21,14:53,14-03-2023,26.7,Winter,5
193,Air Conditioning,2.94,9:11,18-02-2023,-4.2,Winter,3
24,Heater,3.16,5:36,11-01-2023,1.9,Winter,5
326,Microwave,0.81,16:31,27-04-2023,-1.1,Spring,2
277,Air Conditioning,4.72,5:38,30-01-2023,20.8,Winter,1
307,Oven,1.6,17:45,23-04-2023,31.4,Spring,4
498,Microwave,0.99,7:26,01-01-2023,24.1,Winter,3
7,Air Conditioning,2.92,10:21,09-01-2023,23.2,Winter,4
459,Oven,0.61,18:04,27-03-2023,36.3,Winter,1
96,Lights,0.27,15:33,07-03-2023,-5.7,Winter,1
352,Lights,0.77,5:58,16-06-2023,8.4,Spring,5
26,Dishwasher,1.8,20:35,27-01-2023,24.4,Winter,4
365,Computer,0.25,13:45,22-05-2023,0.3,Spring,2
272,Lights,0.64,21:06,15-06-2023,29,Spring,2
40,Dishwasher,0.52,21:17,26-02-2023,-3.1,Winter,2
63,Lights,1.38,0:56,04-05-2023,-0.7,Spring,1
186,Washing Machine,1.13,1:04,07-02-2023,-5.4,Winter,1
80,Computer,1.04,16:48,28-03-2023,15,Winter,3
398,Computer,0.46,19:20,05-02-2023,8.7,Winter,2
486,TV,1.49,22:23,10-02-2023,27.3,Winter,5
22,Lights,1.31,8:39,05-02-2023,25,Winter,1
47,Air Conditioning,4.23,8:52,22-03-2023,0.3,Winter,4
224,Lights,1.18,0:40,31-03-2023,23.7,Winter,3
459,TV,1.65,2:58,18-02-2023,31.2,Winter,5
443,Computer,0.47,10:59,11-01-2023,14.6,Winter,4
366,Lights,1.02,20:20,25-04-2023,2.3,Spring,5
478,Microwave,1.94,4:30,29-01-2023,-7.9,Winter,3
469,Microwave,1.58,8:30,21-01-2023,25.9,Winter,3
74,Air Conditioning,2.74,19:31,01-01-2023,6.6,Winter,4
3,Fridge,0.36,4:42,20-01-2023,-0.9,Winter,5
54,Computer,0.27,4:26,30-04-2023,-5.6,Spring,3
313,Dishwasher,1.75,4:44,08-01-2023,39.7,Winter,4
81,Heater,2.36,9:05,01-06-2023,36.4,Spring,1
407,Computer,1.05,12:39,27-01-2023,14.5,Winter,5
135,Fridge,0.18,21:13,22-05-2023,7,Spring,1
412,Fridge,0.26,5:54,20-02-2023,12.8,Winter,4
150,Washing Machine,1.25,14:32,10-02-2023,34.4,Winter,1
7,Lights,1.34,13:50,06-03-2023,18,Winter,3
67,TV,0.72,20:24,08-06-2023,6.9,Spring,4
381,Air Conditioning,4.03,6:39,30-01-2023,37.1,Winter,3
82,Lights,0.78,2:12,21-03-2023,-6.4,Winter,2
86,Fridge,0.3,17:44,29-04-2023,30.4,Spring,5
255,Lights,1.22,0:29,03-06-2023,21.7,Spring,3
47,Dishwasher,1.81,23:46,07-03-2023,26.1,Winter,3
375,Heater,3.59,7:48,31-05-2023,8.9,Spring,1
76,Heater,3.74,6:09,08-02-2023,12.3,Winter,5
460,Heater,3.85,7:12,13-02-2023,38.2,Winter,1
378,Washing Machine,1.18,9:06,28-06-2023,36.4,Spring,3
483,TV,1.51,21:38,22-02-2023,9,Winter,4
388,TV,1.75,11:01,10-05-2023,-5.6,Spring,2
113,Oven,0.76,18:54,21-01-2023,33,Winter,4
104,Fridge,0.17,2:10,25-01-2023,26.5,Winter,4
199,Heater,2.2,19:18,10-05-2023,22.2,Spring,3
1,TV,0.67,4:07,23-02-2023,20.7,Winter,2
329,Computer,1.34,7:26,18-04-2023,7.5,Spring,5
44,Fridge,0.21,14:26,31-05-2023,16.9,Spring,5
450,Heater,4.5,20:20,29-05-2023,35.5,Spring,1
142,Lights,1.33,14:25,17-02-2023,-3.3,Winter,3
188,Heater,3.08,0:44,15-05-2023,27.1,Spring,4
418,TV,0.46,15:39,20-01-2023,-0.2,Winter,3
389,Oven,1.28,18:30,01-01-2023,-6.8,Winter,2
369,Washing Machine,1.29,4:50,16-02-2023,8.5,Winter,2
15,Microwave,1.59,3:00,25-02-2023,40,Winter,4
123,Dishwasher,0.88,17:14,04-03-2023,9.4,Winter,5
469,Fridge,0.34,17:32,30-05-2023,7.8,Spring,1
331,Dishwasher,1.22,18:20,07-02-2023,2.5,Winter,5
308,Fridge,0.1,2:01,27-05-2023,31.9,Spring,3
102,Computer,0.74,4:00,13-05-2023,37.4,Spring,5
150,Computer,0.57,9:19,31-05-2023,36.5,Spring,3
177,Heater,4.53,2:21,25-05-2023,-8.5,Spring,2
140,Oven,0.3,2:18,15-05-2023,-9,Spring,5
488,TV,0.68,8:34,11-06-2023,37.5,Spring,5
148,TV,1.09,0:54,29-04-2023,-5.9,Spring,2
99,Lights,1.03,23:41,23-05-2023,11.1,Spring,4
215,Lights,0.74,8:27,12-04-2023,15.5,Spring,5
239,Computer,1.53,18:23,12-04-2023,-3.9,Spring,2
20,Dishwasher,0.41,9:39,08-03-2023,-8.1,Winter,3
218,Heater,3.65,20:34,03-01-2023,12.8,Winter,4
383,Fridge,0.47,8:30,01-06-2023,29.1,Spring,1
460,Computer,0.75,16:57,18-06-2023,13.4,Spring,2
244,Dishwasher,1.27,15:04,15-05-2023,26.9,Spring,5
459,TV,0.27,9:50,07-06-2023,22.6,Spring,4
94,TV,1.01,14:34,24-03-2023,0.9,Winter,4
112,TV,1.56,16:42,25-05-2023,1.6,Spring,1
228,Lights,0.97,5:04,11-06-2023,3,Spring,3
481,Fridge,0.24,15:20,13-03-2023,28.2,Winter,2
129,Heater,3.64,7:35,16-06-2023,30.7,Spring,1
63,Fridge,0.31,19:34,04-05-2023,31.4,Spring,1
257,Fridge,0.17,9:17,27-06-2023,39.1,Spring,2
71,Computer,0.22,11:59,14-01-2023,5.8,Winter,3
460,Dishwasher,0.47,16:23,22-06-2023,3.5,Spring,4
295,Air Conditioning,2.34,0:21,13-05-2023,14.5,Spring,3
486,Lights,1.41,17:09,10-01-2023,14.2,Winter,3
233,Washing Machine,1.57,23:07,26-05-2023,-2,Spring,3
338,TV,1.33,1:25,02-02-2023,-1.2,Winter,3
83,Microwave,1.72,0:39,07-06-2023,17.1,Spring,5
278,Air Conditioning,2.68,9:11,04-03-2023,11,Winter,2
169,Washing Machine,1.38,23:00,20-05-2023,21.8,Spring,4
260,Dishwasher,0.58,7:06,27-06-2023,-8.6,Spring,1
410,Lights,1.21,22:03,03-03-2023,37.8,Winter,3
43,Fridge,0.34,22:01,28-06-2023,12.6,Spring,4
263,Fridge,0.11,2:32,22-03-2023,27.4,Winter,2
290,Heater,2.77,4:41,25-02-2023,28.6,Winter,1
490,Washing Machine,0.95,10:24,08-06-2023,35.1,Spring,5
58,Lights,1.1,8:06,18-03-2023,7.9,Winter,1
211,Washing Machine,0.92,10:46,06-03-2023,12,Winter,4
133,TV,1.68,19:21,27-03-2023,33.7,Winter,3
105,Oven,0.9,19:55,19-06-2023,32.1,Spring,1
236,TV,0.71,13:33,10-06-2023,31.7,Spring,1
347,Fridge,0.15,5:38,17-02-2023,1.1,Winter,4
264,Microwave,1.25,23:56,22-02-2023,-3.2,Winter,5
172,Microwave,1.56,2:46,05-03-2023,3.8,Winter,3
317,Computer,0.98,16:28,26-02-2023,27.5,Winter,3
278,Fridge,0.38,5:19,02-01-2023,36.2,Winter,2
249,Microwave,0.37,0:22,28-04-2023,-3.6,Spring,1
231,Microwave,0.92,2:28,25-05-2023,15.3,Spring,5
345,Heater,4.86,12:26,14-05-2023,21.8,Spring,2
445,Fridge,0.43,15:59,13-05-2023,8,Spring,1
15,Fridge,0.29,17:43,10-02-2023,3.4,Winter,5
188,Air Conditioning,4.94,2:44,13-05-2023,37.9,Spring,2
101,Fridge,0.22,17:15,03-03-2023,34.4,Winter,3
178,Lights,1.67,10:18,02-01-2023,35.8,Winter,3
373,Heater,3.52,1:44,04-01-2023,-1.6,Winter,2
10,Washing Machine,1.97,3:44,16-01-2023,30.9,Winter,3
42,TV,0.28,23:28,26-04-2023,33.8,Spring,3
184,Washing Machine,0.75,12:13,12-02-2023,-3.6,Winter,2
183,Fridge,0.36,1:44,06-06-2023,-3.3,Spring,2
163,Washing Machine,0.96,0:39,11-03-2023,33.3,Winter,5
421,Lights,0.73,14:35,17-04-2023,10.8,Spring,2
266,Computer,0.66,19:34,16-01-2023,7.2,Winter,1
479,Air Conditioning,3.27,19:00,24-05-2023,-0.7,Spring,1
248,Computer,1.8,15:32,02-05-2023,8.6,Spring,4
368,Computer,0.93,12:39,01-06-2023,21.6,Spring,4
271,TV,1.22,8:32,03-01-2023,25.5,Winter,5
69,Dishwasher,0.92,20:29,23-01-2023,28.5,Winter,3
150,TV,1.14,17:46,22-03-2023,18.7,Winter,5
318,Dishwasher,1.67,1:58,23-01-2023,8,Winter,1
157,Washing Machine,1.02,21:21,21-04-2023,-1.9,Spring,5
498,Microwave,1.2,10:49,25-05-2023,-0.4,Spring,3
438,Lights,1.71,20:34,22-06-2023,19.2,Spring,2
154,Oven,0.89,13:21,16-04-2023,32.5,Spring,4
21,Fridge,0.25,20:34,19-04-2023,8.8,Spring,4
451,Heater,3.4,1:00,01-03-2023,6.1,Winter,2
20,Fridge,0.16,11:36,28-06-2023,38.4,Spring,5
301,Lights,0.95,10:14,12-04-2023,26.6,Spring,5
348,Computer,0.23,2:59,04-05-2023,-2.5,Spring,3
19,Oven,0.37,13:02,24-01-2023,-4.8,Winter,5
202,Heater,4.93,8:57,12-04-2023,3.8,Spring,5
346,Lights,1.23,7:24,26-01-2023,6.4,Winter,3
160,Lights,0.3,17:01,21-02-2023,19.8,Winter,4
108,Microwave,1.4,20:42,15-02-2023,38.4,Winter,5
91,Computer,1.12,1:09,07-03-2023,39.1,Winter,5
173,Microwave,0.6,11:11,21-06-2023,-5.7,Spring,3
18,Oven,1.96,18:27,24-04-2023,9.3,Spring,2
77,TV,0.59,20:35,24-02-2023,14.2,Winter,4
497,Washing Machine,1.02,20:34,01-06-2023,31.4,Spring,4
146,Computer,0.93,15:06,01-02-2023,-1.4,Winter,5
81,Microwave,0.83,19:30,22-03-2023,3,Winter,3
316,Lights,1.19,4:53,16-04-2023,36,Spring,2
337,Air Conditioning,2.99,8:35,24-06-2023,10.3,Spring,4
362,Air Conditioning,4.5,4:45,16-05-2023,22.9,Spring,3
454,Air Conditioning,3.27,3:58,07-02-2023,18.8,Winter,5
222,Dishwasher,1.02,14:13,07-02-2023,13.2,Winter,5
389,Fridge,0.22,9:02,12-02-2023,-9.3,Winter,5
290,Lights,0.58,14:54,27-04-2023,14.3,Spring,2
377,Computer,1.32,0:47,14-03-2023,23.2,Winter,1
184,Lights,1.69,22:43,16-01-2023,36.5,Winter,5
231,Computer,0.5,13:37,23-06-2023,33.9,Spring,4
378,Air Conditioning,2.21,11:58,26-06-2023,36.4,Spring,4
263,Heater,2.69,16:00,20-02-2023,38.4,Winter,2
491,Microwave,0.44,7:24,11-06-2023,30.9,Spring,1
399,Air Conditioning,4.27,21:30,10-02-2023,12.5,Winter,3
287,Washing Machine,1.55,14:28,20-01-2023,0,Winter,4
256,Microwave,1.79,14:23,19-06-2023,36.5,Spring,2
372,Oven,0.91,22:37,05-03-2023,25.7,Winter,2
247,Washing Machine,1.27,10:26,02-06-2023,10.8,Spring,2
227,Fridge,0.42,12:26,09-02-2023,-0.1,Winter,3
259,TV,1.71,15:50,08-01-2023,-3,Winter,5
115,TV,1.9,10:06,06-06-2023,-9.3,Spring,2
183,Heater,3.23,9:06,25-06-2023,18.8,Spring,1
497,Washing Machine,0.27,21:14,22-02-2023,15.1,Winter,3
320,Microwave,1.05,0:12,25-04-2023,0.5,Spring,4
248,Microwave,1.72,21:26,16-06-2023,19.8,Spring,4
334,TV,1.2,4:08,28-03-2023,28.1,Winter,5
331,Lights,1.58,19:43,31-03-2023,33,Winter,3
290,Washing Machine,1.63,17:13,25-05-2023,-10,Spring,4
17,Lights,1.35,23:17,02-04-2023,22.3,Spring,2
497,Computer,1.45,10:33,22-05-2023,16.9,Spring,3
203,Heater,2.38,2:10,20-05-2023,24.3,Spring,2
408,Lights,0.25,17:38,22-04-2023,-9.1,Spring,4
285,Heater,4.92,21:13,20-03-2023,1.8,Winter,1
7,Washing Machine,1.22,20:37,28-03-2023,25,Winter,3
455,Microwave,1.85,1:18,11-05-2023,26.9,Spring,4
271,Washing Machine,1.27,21:29,15-03-2023,-7.6,Winter,5
80,Lights,0.32,20:19,06-03-2023,15.3,Winter,3
61,Washing Machine,1.68,15:08,15-05-2023,1.6,Spring,4
428,Washing Machine,1.63,19:43,26-06-2023,-8.8,Spring,2
45,Oven,0.28,9:23,08-05-2023,-7.8,Spring,5
425,Washing Machine,0.66,16:51,26-05-2023,39.7,Spring,2
255,Microwave,1.8,8:52,07-06-2023,13.8,Spring,2
202,Washing Machine,1.73,2:01,13-04-2023,-9.6,Spring,3
266,Washing Machine,1.27,13:25,18-02-2023,22.4,Winter,4
389,Computer,1.94,1:08,13-05-2023,1.3,Spring,4
45,Washing Machine,1.58,12:01,03-02-2023,13.4,Winter,1
226,Heater,4.35,11:30,05-04-2023,26.7,Spring,3
107,Dishwasher,1.35,5:00,16-02-2023,12.9,Winter,4
306,Fridge,0.49,19:01,16-06-2023,1.9,Spring,2
477,Washing Machine,1.31,2:13,08-04-2023,23.7,Spring,3
67,Microwave,0.46,13:00,05-03-2023,7.2,Winter,3
88,Lights,0.43,0:03,26-01-2023,1,Winter,2
15,Oven,1.75,11:27,27-05-2023,-4.4,Spring,2
375,Lights,0.33,11:47,06-06-2023,-6.7,Spring,1
293,Air Conditioning,3.05,17:53,16-06-2023,34.8,Spring,2
190,Fridge,0.22,6:33,22-03-2023,29.7,Winter,3
40,Air Conditioning,4.39,17:55,11-06-2023,35.8,Spring,3
419,Air Conditioning,2.16,20:31,19-05-2023,24.7,Spring,3
394,Computer,1.57,18:54,03-01-2023,8.8,Winter,4
290,Air Conditioning,3.36,4:40,24-05-2023,26.9,Spring,5
77,Heater,3.93,6:57,08-02-2023,28.3,Winter,3
355,Oven,0.48,13:09,19-03-2023,32.6,Winter,5
470,Heater,2.25,3:14,16-02-2023,24.3,Winter,1
119,Fridge,0.34,22:27,04-06-2023,21.9,Spring,3
341,Computer,1.9,9:31,15-01-2023,-0.9,Winter,5
276,Dishwasher,1.58,12:30,29-01-2023,38.9,Winter,3
425,Microwave,1.53,8:41,17-03-2023,1,Winter,2
476,Lights,1.82,1:22,01-02-2023,-1,Winter,1
421,Heater,2.11,10:22,24-06-2023,8.5,Spring,3
241,Heater,4.03,16:57,03-04-2023,-7.5,Spring,3
350,Air Conditioning,4.16,7:58,14-01-2023,25.7,Winter,5
435,Washing Machine,0.84,18:10,28-06-2023,29.5,Spring,2
334,Oven,0.5,21:28,13-04-2023,7.7,Spring,1
375,Oven,0.58,9:58,11-05-2023,39.7,Spring,1
223,Lights,0.35,18:13,02-01-2023,-8.8,Winter,4
151,Air Conditioning,3.68,19:18,01-04-2023,23.1,Spring,4
67,Lights,1.45,3:00,26-04-2023,4,Spring,2
140,Computer,0.22,9:37,05-02-2023,-1.7,Winter,2
209,Heater,2.4,2:51,22-05-2023,28.8,Spring,1
400,Fridge,0.3,3:45,09-03-2023,17,Winter,4
262,Dishwasher,0.62,16:36,31-05-2023,-1.6,Spring,1
252,Heater,2.99,23:33,20-06-2023,0.8,Spring,2
484,Lights,0.98,19:10,29-04-2023,19.9,Spring,4
62,Washing Machine,0.79,23:19,30-06-2023,8.1,Spring,2
265,Dishwasher,1.82,20:40,31-05-2023,1.6,Spring,4
75,Dishwasher,0.75,10:55,08-03-2023,-5.5,Winter,2
495,Washing Machine,1.91,12:07,07-04-2023,-0.3,Spring,2
168,Air Conditioning,3.35,0:46,01-06-2023,21.1,Spring,3
103,TV,0.47,19:58,02-06-2023,26.6,Spring,3
346,Computer,1.33,1:32,14-01-2023,-8.9,Winter,3
302,TV,1.58,14:25,16-04-2023,-5.7,Spring,3
250,Computer,1.66,16:08,03-05-2023,-3.9,Spring,5
223,Microwave,0.58,12:37,16-01-2023,8.4,Winter,2
470,Dishwasher,0.29,13:49,13-02-2023,23.7,Winter,4
84,Washing Machine,0.72,11:06,20-04-2023,-2,Spring,5
406,Oven,1.71,0:27,18-06-2023,34.2,Spring,5
394,Heater,4.33,1:13,12-01-2023,4.7,Winter,3
417,Microwave,1.84,12:52,24-05-2023,11.8,Spring,1
14,Air Conditioning,2.18,20:28,05-03-2023,28,Winter,4
315,Washing Machine,1.11,1:50,09-01-2023,8.6,Winter,5
199,Air Conditioning,4.13,4:52,26-03-2023,14.5,Winter,2
230,Washing Machine,1.81,10:31,12-05-2023,-9.1,Spring,1
365,Lights,0.54,23:37,21-03-2023,28.2,Winter,3
36,TV,1.99,22:10,03-04-2023,29.8,Spring,2
12,Fridge,0.26,21:01,20-04-2023,19.7,Spring,2
173,Dishwasher,1.46,1:09,15-01-2023,6.6,Winter,3
9,Computer,1.06,14:31,12-01-2023,21.9,Winter,2
274,Dishwasher,0.28,8:18,26-04-2023,-7.2,Spring,2
239,Lights,0.56,5:17,04-04-2023,7,Spring,5
453,Microwave,1.52,3:10,08-01-2023,15.3,Winter,5
102,Computer,0.66,16:16,22-04-2023,4.5,Spring,1
463,Dishwasher,1.28,14:19,23-06-2023,12.8,Spring,1
450,Microwave,0.73,1:10,24-04-2023,-9,Spring,2
128,Lights,1.72,23:56,23-04-2023,18,Spring,4
433,Washing Machine,1.47,4:10,18-05-2023,19,Spring,4
325,Dishwasher,0.38,23:39,22-02-2023,22.8,Winter,3
83,Air Conditioning,4.9,18:19,19-04-2023,-3.1,Spring,5
318,Dishwasher,1.84,16:05,12-03-2023,23,Winter,1
357,Air Conditioning,2.4,11:33,17-06-2023,25.6,Spring,5
321,Fridge,0.48,15:03,27-02-2023,11.4,Winter,3
325,Washing Machine,0.98,14:49,29-06-2023,36.9,Spring,1
14,Computer,1.48,11:19,17-05-2023,-5.4,Spring,4
83,TV,1.86,5:10,15-04-2023,3.5,Spring,2
354,Microwave,0.94,10:43,14-06-2023,36.2,Spring,1
255,Dishwasher,1.84,2:14,01-02-2023,20.8,Winter,3
84,Microwave,1.55,11:22,05-06-2023,-1.9,Spring,3
484,Washing Machine,0.32,5:01,03-04-2023,1.7,Spring,5
232,Fridge,0.13,21:38,07-06-2023,39.7,Spring,4
135,Lights,0.56,20:42,20-04-2023,30.9,Spring,4
435,Computer,1.71,21:08,05-05-2023,23.9,Spring,4
125,Computer,0.3,21:20,17-06-2023,-1.6,Spring,4
178,TV,0.55,4:21,02-06-2023,-6.2,Spring,5
81,Washing Machine,0.57,7:28,13-06-2023,14.2,Spring,5
196,Computer,0.51,17:03,21-04-2023,18,Spring,2
451,Air Conditioning,2.84,1:43,25-04-2023,36.6,Spring,1
91,Heater,3.2,2:18,14-04-2023,-6.2,Spring,3
242,Dishwasher,0.3,23:54,28-04-2023,34.5,Spring,4
215,Lights,0.81,1:40,10-05-2023,1.5,Spring,3
178,Dishwasher,0.71,17:53,08-05-2023,14.5,Spring,5
85,Fridge,0.17,21:14,14-05-2023,21.4,Spring,3
60,Lights,0.25,22:59,25-04-2023,-3.4,Spring,4
70,Air Conditioning,2.96,5:25,20-05-2023,32.3,Spring,4
362,Washing Machine,1.22,14:17,23-01-2023,-1.5,Winter,1
269,TV,0.77,0:18,09-05-2023,11.2,Spring,2
231,Lights,0.91,23:20,04-06-2023,-5.3,Spring,1
320,Oven,1.38,0:53,08-02-2023,23.8,Winter,1
353,Microwave,1.27,12:31,01-06-2023,25.4,Spring,5
407,Computer,0.24,16:57,19-04-2023,32,Spring,3
335,Heater,2.34,20:59,14-06-2023,3.8,Spring,2
132,Oven,0.29,6:30,17-01-2023,15,Winter,5
272,Fridge,0.17,9:32,04-02-2023,20.9,Winter,3
217,Air Conditioning,3.86,14:25,15-05-2023,23.6,Spring,2
289,Lights,0.86,22:42,03-03-2023,36.5,Winter,5
469,Microwave,0.6,14:40,19-03-2023,-7.1,Winter,4
385,Dishwasher,1.91,1:30,20-02-2023,14.5,Winter,5
145,Heater,3.08,10:01,13-03-2023,-3.8,Winter,3
415,Dishwasher,1.89,7:28,25-01-2023,23.5,Winter,3
183,Fridge,0.36,14:13,19-06-2023,12,Spring,5
449,TV,0.6,8:55,20-06-2023,37.7,Spring,3
435,TV,1.43,12:10,26-05-2023,32.4,Spring,4
373,TV,1,17:01,10-04-2023,21.5,Spring,2
238,Air Conditioning,4.54,10:39,21-01-2023,7.1,Winter,1
430,Computer,1.6,7:49,06-06-2023,26.5,Spring,4
338,Computer,0.31,13:54,24-04-2023,35.4,Spring,5
407,Washing Machine,1.84,2:21,15-02-2023,0.3,Winter,1
461,Computer,0.53,9:00,04-05-2023,3.3,Spring,4
433,Fridge,0.24,0:33,11-03-2023,26,Winter,5
17,Fridge,0.34,13:04,02-04-2023,23.9,Spring,2
245,Washing Machine,0.63,5:18,26-01-2023,39.6,Winter,5
186,Air Conditioning,4.5,10:57,27-04-2023,-8.5,Spring,5
326,Fridge,0.34,3:37,23-01-2023,37.7,Winter,4
42,Computer,0.36,11:25,31-03-2023,39.3,Winter,3
374,Heater,2.68,7:59,10-05-2023,24,Spring,4
198,Air Conditioning,2.56,23:02,10-06-2023,-1.8,Spring,2
150,Heater,4.63,18:18,24-04-2023,21.4,Spring,4
12,Dishwasher,1.58,4:36,21-02-2023,34.1,Winter,4
476,Computer,1.9,21:39,26-05-2023,7,Spring,1
25,TV,1.19,1:33,14-06-2023,-4.4,Spring,3
306,Washing Machine,1.36,15:49,10-06-2023,27.2,Spring,3
397,Oven,1.46,22:30,29-06-2023,19.7,Spring,2
497,Computer,1.42,13:38,26-03-2023,13.6,Winter,5
336,Oven,0.84,6:39,21-01-2023,14.1,Winter,3
139,Air Conditioning,3.94,20:02,02-01-2023,22.8,Winter,3
295,Computer,0.69,5:48,07-05-2023,0.8,Spring,5
281,TV,0.28,4:15,16-01-2023,31.3,Winter,4
254,Washing Machine,0.77,6:48,12-02-2023,18.4,Winter,4
193,Fridge,0.33,3:44,18-06-2023,-8.8,Spring,2
331,Lights,0.93,5:56,23-05-2023,10.7,Spring,3
6,Washing Machine,1.9,5:58,25-03-2023,13,Winter,1
259,Air Conditioning,2.7,16:27,01-04-2023,22.6,Spring,2
427,Computer,1.28,10:19,08-02-2023,2.3,Winter,4
265,Lights,1.01,13:40,09-01-2023,37.3,Winter,4
275,Fridge,0.27,11:54,13-06-2023,-8.5,Spring,5
12,Dishwasher,0.33,14:18,01-01-2023,22.2,Winter,1
326,Air Conditioning,4.64,17:38,03-05-2023,19.9,Spring,4
